equipement;datetime;T_mu;debit_Ventulation
Baie_0001;27/05/2008;11,3625;50,4068
Baie_0001;28/05/2008;11,475;45,1845
Baie_0001;29/05/2008;13,9125;49,8766
Baie_0001;30/05/2008;16,85;58,6072
Baie_0001;01/06/2008;13,7;49,2312
Baie_0001;02/06/2008;17,15;53,0744
Baie_0001;03/06/2008;15,875;51,1497
Baie_0001;04/06/2008;14,2375;60,0754
Baie_0001;05/06/2008;16,7625;50,8551
Baie_0001;06/06/2008;19,7875;58,4563
Baie_0001;07/06/2008;13,72857143;50,14987143
Baie_0001;08/06/2008;14,3375;44,0312
Baie_0001;09/06/2008;15,675;58,2492
Baie_0001;10/06/2008;12,525;57,4107
Baie_0001;11/06/2008;13,15;47,8532
Baie_0001;12/06/2008;11,55;43,0736
Baie_0001;13/06/2008;11,75;51,2764
Baie_0001;14/06/2008;12,975;50,4207
Baie_0001;15/06/2008;13,85;51,5446
Baie_0001;16/06/2008;13,7875;50,4214
Baie_0001;17/06/2008;13,6375;55,4487
Baie_0001;18/06/2008;13,8;61,5987
Baie_0001;19/06/2008;16,025;50,8568
Baie_0001;20/06/2008;14,95;53,8802
Baie_0001;21/06/2008;14,2875;59,779
Baie_0001;22/06/2008;14,775;42,2222
Baie_0001;23/06/2008;13,2375;58,2254
Baie_0001;24/06/2008;13,54285714;48,35935714
Baie_0001;25/06/2008;13,8875;45,2305
Baie_0001;26/06/2008;13,5125;46,8985
Baie_0001;27/06/2008;14,3625;58,2205
Baie_0001;28/06/2008;14,3;47,6975
Baie_0001;29/06/2008;15,05;44,9826
Baie_0001;30/06/2008;14,9875;58,587
Baie_0001;01/07/2008;16,525;61,1393
Baie_0001;02/07/2008;18,1375;50,6922
Baie_0001;03/07/2008;15,35714286;52,36764286
Baie_0001;04/07/2008;21,6;63,7595
Baie_0001;05/07/2008;17,82857143;52,17827143
Baie_0001;06/07/2008;13,425;58,7101
Baie_0001;07/07/2008;13,5375;48,4366
Baie_0001;08/07/2008;15,47142857;46,91432857
Baie_0001;09/07/2008;15,5125;42,9659
Baie_0001;10/07/2008;15,88333333;58,29653333
Baie_0001;11/07/2008;17,8;54,2877
Baie_0001;12/07/2008;18,0125;52,291
Baie_0001;13/07/2008;18,2375;46,7382
Baie_0001;14/07/2008;16,55;51,709
Baie_0001;15/07/2008;16,6125;56,3348
Baie_0001;16/07/2008;17,1;56,7717
Baie_0001;17/07/2008;16,15;57,9593
Baie_0001;18/07/2008;16,6375;57,8949
Baie_0001;19/07/2008;17,8125;49,8856
Baie_0001;21/07/2008;18,77142857;61,44692857
Baie_0001;22/07/2008;17,65;57,8993
Baie_0001;23/07/2008;19,375;48,6846
Baie_0001;24/07/2008;19,8;55,8621
Baie_0001;26/07/2008;21,7375;68,1865
Baie_0001;27/07/2008;20,6125;57,0357
Baie_0001;28/07/2008;17,375;57,0132
Baie_0001;29/07/2008;18,05;52,1541
Baie_0001;31/07/2008;20,93333333;59,70533333
Baie_0001;01/08/2008;20,2;59,0871
Baie_0001;02/08/2008;16,225;48,622
Baie_0001;03/08/2008;14,975;56,3442
Baie_0001;05/08/2008;15,05;58,4316
Baie_0001;06/08/2008;13,4375;49,975
Baie_0001;08/08/2008;16,3125;53,1853
Baie_0001;09/08/2008;17,1625;58,7682
Baie_0001;10/08/2008;15,475;52,6665
Baie_0001;11/08/2008;16,525;48,1098
Baie_0001;12/08/2008;18;67,5407
Baie_0001;13/08/2008;17,6;56,4891
Baie_0001;14/08/2008;17,9375;57,5896
Baie_0001;15/08/2008;17,8375;54,4743
Baie_0001;16/08/2008;14,75;45,6162
Baie_0001;17/08/2008;18,125;50,8923
Baie_0001;18/08/2008;18,1875;52,9438
Baie_0001;19/08/2008;16,2625;58,195
Baie_0001;20/08/2008;16,8375;55,7873
Baie_0001;21/08/2008;17,2125;55,1718
Baie_0001;22/08/2008;17,825;45,2096
Baie_0001;23/08/2008;15,0375;55,5267
Baie_0001;24/08/2008;13,5875;49,5291
Baie_0001;25/08/2008;16;64,2827
Baie_0001;26/08/2008;15,125;42,7485
Baie_0001;27/08/2008;12,3;47,8155
Baie_0001;28/08/2008;13,8125;53,8024
Baie_0001;29/08/2008;12,0375;55,0374
Baie_0001;30/08/2008;11,0375;47,231
Baie_0001;31/08/2008;10,325;44,0942
Baie_0001;01/09/2008;9,375;54,2846
Baie_0001;02/09/2008;11,25;52,3545
Baie_0001;03/09/2008;15,0125;44,9126
Baie_0001;04/09/2008;15,4125;52,7775
Baie_0001;05/09/2008;15,4625;54,0099
Baie_0001;06/09/2008;15,275;50,7556
Baie_0001;07/09/2008;13,6125;56,6979
Baie_0001;08/09/2008;11,9375;40,2662
Baie_0001;09/09/2008;11,08333333;42,53383333
Baie_0001;10/09/2008;10,3;48,4839
Baie_0001;11/09/2008;8,85;44,7993
Baie_0001;12/09/2008;7,9625;50,615
Baie_0001;13/09/2008;9,525;42,6683
Baie_0001;14/09/2008;6,925;46,2446
Baie_0001;15/09/2008;8,025;45,5672
Baie_0001;16/09/2008;7,5125;51,3886
Baie_0001;17/09/2008;6,4875;35,7278
Baie_0001;18/09/2008;7,15;45,4017
Baie_0001;19/09/2008;8,3625;57,5635
Baie_0001;20/09/2008;8,866666667;42,81976667
Baie_0001;21/09/2008;10,25;44,8864
Baie_0001;22/09/2008;11,8;41,5181
Baie_0001;30/09/2008;6,9875;40,8045
Baie_0001;01/10/2008;10,2375;51,1194
Baie_0001;02/10/2008;9,925;55,6659
Baie_0001;03/10/2008;10,4;43,1405
Baie_0001;04/10/2008;10,7625;54,7423
Baie_0001;05/10/2008;10,825;44,6649
Baie_0001;06/10/2008;10,525;44,4872
Baie_0001;07/10/2008;9,925;53,6411
Baie_0001;08/10/2008;6,7;39,6684
Baie_0001;09/10/2008;6,6625;45,0576
Baie_0001;14/10/2008;10,7;53,2847
Baie_0001;15/10/2008;8,5;49,2887
Baie_0001;16/10/2008;9,4125;47,7937
Baie_0001;17/10/2008;8,625;43,0769
Baie_0001;18/10/2008;6,95;50,9155
Baie_0001;19/10/2008;8,525;50,469
Baie_0001;20/10/2008;8,5875;51,6705
Baie_0001;21/10/2008;11,1375;50,3873
Baie_0001;22/10/2008;10,15;45,1304
Baie_0001;23/10/2008;9,0375;49,0565
Baie_0001;24/10/2008;9,65;58,3154
Baie_0001;25/10/2008;9,7875;43,2891
Baie_0001;26/10/2008;9,377777778;53,51957778
Baie_0001;27/10/2008;9,6375;46,7908
Baie_0001;28/10/2008;7,1875;44,4631
Baie_0001;29/10/2008;7,0125;46,1844
Baie_0001;30/10/2008;5,5;51,3417
Baie_0001;31/10/2008;8,928571429;46,02267143
Baie_0001;01/11/2008;3,916666667;48,89216667
Baie_0001;02/11/2008;3,3125;45,0448
Baie_0001;03/11/2008;5;32,677
Baie_0001;04/11/2008;6,65;52,4793
Baie_0001;05/11/2008;4,9125;48,3424
Baie_0001;06/11/2008;1,1375;44,2425
Baie_0001;07/11/2008;3,4625;43,1131
Baie_0001;08/11/2008;3,8875;33,7059
Baie_0001;09/11/2008;6,7875;53,7845
Baie_0001;10/11/2008;8,525;47,5082
Baie_0001;11/11/2008;8,65;54,5634
Baie_0001;12/11/2008;8,25;50,1223
Baie_0001;13/11/2008;7,725;44,4579
Baie_0001;14/11/2008;6,5;50,4435
Baie_0001;15/11/2008;7,025;46,2098
Baie_0001;16/11/2008;4,4125;49,6159
Baie_0001;17/11/2008;-0,075;33,8385
Baie_0001;18/11/2008;4,671428571;39,11142857
Baie_0001;19/11/2008;2,0375;39,5568
Baie_0001;20/11/2008;1,05;43,8354
Baie_0001;21/11/2008;-1,8125;34,1745
Baie_0001;22/11/2008;-2,2125;41,9164
Baie_0001;23/11/2008;-2,4125;36,9118
Baie_0001;24/11/2008;-1,1625;38,1417
Baie_0001;25/11/2008;0,875;38,0249
Baie_0001;26/11/2008;0,6625;36,7183
Baie_0001;27/11/2008;3,65;34,1287
Baie_0001;28/11/2008;6,95;49,3541
Baie_0001;29/11/2008;4,9125;46,1967
Baie_0001;30/11/2008;3,725;43,4058
Baie_0001;01/12/2008;5,6625;43,9472
Baie_0001;02/12/2008;5,3875;51,0142
Baie_0001;03/12/2008;5,5125;47,7651
Baie_0001;04/12/2008;2,9375;42,4854
Baie_0001;05/12/2008;2;28,8256
Baie_0001;06/12/2008;0,15;37,9115
Baie_0001;07/12/2008;-1,3125;36,9402
Baie_0001;08/12/2008;-1,0375;36,4503
Baie_0001;09/12/2008;0,95;32,971
Baie_0001;10/12/2008;0,8375;39,5039
Baie_0001;11/12/2008;2,2;40,5817
Baie_0001;12/12/2008;2,65;47,3035
Baie_0001;13/12/2008;4,3;46,1164
Baie_0001;14/12/2008;1,9625;40,2768
Baie_0001;15/12/2008;0,775;40,8342
Baie_0001;16/12/2008;-2,075;30,5365
Baie_0001;17/12/2008;-0,35;32,2916
Baie_0001;18/12/2008;2,325;46,8648
Baie_0001;19/12/2008;2,925;48,8852
Baie_0001;20/12/2008;2,725;36,3007
Baie_0001;21/12/2008;2,575;31,6495
Baie_0001;22/12/2008;2,875;35,2691
Baie_0001;23/12/2008;0,2;42,2644
Baie_0001;24/12/2008;-1,0125;40,0739
Baie_0001;25/12/2008;-2,1;25,0505
Baie_0001;26/12/2008;1,6;31,9946
Baie_0001;27/12/2008;0,975;41,3299
Baie_0001;28/12/2008;-2,7;38,6071
Baie_0001;29/12/2008;0,625;40,5308
Baie_0001;30/12/2008;-1;39,6244
Baie_0001;31/12/2008;0,025;33,1688
Baie_0001;01/01/2009;-4,8;34,7178
Baie_0001;02/01/2009;-8,5625;38,488
Baie_0001;03/01/2009;-9,5125;18,9256
Baie_0001;04/01/2009;-8,5375;20,0511
Baie_0001;05/01/2009;-8,9125;30,6249
Baie_0001;06/01/2009;-0,25;41,0141
Baie_0001;07/01/2009;-8,325;40,6051
Baie_0001;08/01/2009;-6,4;22,2703
Baie_0001;09/01/2009;0;37,5317
Baie_0001;10/01/2009;-0,7125;36,2095
Baie_0001;11/01/2009;3,325;47,1897
Baie_0001;13/01/2009;4,2375;46,3463
Baie_0001;14/01/2009;3,725;43,175
Baie_0001;15/01/2009;-1,225;34,7195
Baie_0001;16/01/2009;-7,4;32,2053
Baie_0001;17/01/2009;-6,225;29,8958
Baie_0001;18/01/2009;-1,4625;30,9197
Baie_0001;19/01/2009;-0,875;36,6147
Baie_0001;21/01/2009;0,75;34,533
Baie_0001;22/01/2009;-0,4375;27,9963
Baie_0001;23/01/2009;-2,45;38,1978
Baie_0001;24/01/2009;-3,275;39,335
Baie_0001;25/01/2009;0,5;35,6786
Baie_0001;26/01/2009;-0,8375;39,2904
Baie_0001;27/01/2009;-1,9125;32,9326
Baie_0001;28/01/2009;-1,9125;30,3985
Baie_0001;29/01/2009;-2,25;39,1847
Baie_0001;30/01/2009;-3,2375;25,1533
Baie_0001;31/01/2009;-12,5875;21,0441
Baie_0001;01/02/2009;-7,1625;36,663
Baie_0001;02/02/2009;-3,625;43,877
Baie_0001;03/02/2009;-3,742857143;33,91164286
Baie_0001;04/02/2009;-2,625;41,3524
Baie_0001;05/02/2009;-3,925;44,4996
Baie_0001;06/02/2009;-3,6;32,7602
Baie_0001;07/02/2009;0,6125;30,3177
Baie_0001;08/02/2009;1,6;38,3587
Baie_0001;09/02/2009;0,675;30,0615
Baie_0001;10/02/2009;0,225;40,0692
Baie_0001;11/02/2009;-3,9125;29,3837
Baie_0001;12/02/2009;-5,1375;32,6871
Baie_0001;13/02/2009;-5,55;30,867
Baie_0001;14/02/2009;-6,575;25,0246
Baie_0001;15/02/2009;-5,425;35,2906
Baie_0001;16/02/2009;-8,075;27,097
Baie_0001;17/02/2009;-8,1;27,2268
Baie_0001;18/02/2009;-7,7875;24,6047
Baie_0001;19/02/2009;-6,1875;38,4287
Baie_0001;20/02/2009;-3,3125;34,009
Baie_0001;21/02/2009;-3,575;35,465
Baie_0001;22/02/2009;-3,225;39,3463
Baie_0001;23/02/2009;-4,275;42,7497
Baie_0001;24/02/2009;-1,85;40,686
Baie_0001;25/02/2009;0,4125;36,2036
Baie_0001;26/02/2009;-1,1875;42,2457
Baie_0001;27/02/2009;0,5375;33,5422
Baie_0001;28/02/2009;-4,4375;32,0488
Baie_0001;01/03/2009;-5,914285714;40,74251429
Baie_0001;02/03/2009;-4,8875;43,7889
Baie_0001;03/03/2009;-1,6625;34,0508
Baie_0001;04/03/2009;0,8;36,9342
Baie_0001;05/03/2009;0,225;32,7066
Baie_0001;06/03/2009;-0,8375;36,2188
Baie_0001;07/03/2009;-0,7625;39,1796
Baie_0001;08/03/2009;-3,3;28,5337
Baie_0001;09/03/2009;-1,725;40,8291
Baie_0001;10/03/2009;-1,0375;46,8109
Baie_0001;11/03/2009;0,025;36,2954
Baie_0001;12/03/2009;-0,966666667;40,87893333
Baie_0001;13/03/2009;0,3375;41,7325
Baie_0001;14/03/2009;1,375;34,9932
Baie_0001;15/03/2009;0,4;46,6531
Baie_0001;16/03/2009;0,525;39,6401
Baie_0001;17/03/2009;0,9125;40,6721
Baie_0001;18/03/2009;1,1625;38,3153
Baie_0001;19/03/2009;0,1625;43,2565
Baie_0001;20/03/2009;-0,475;31,7323
Baie_0001;21/03/2009;2,025;48,5705
Baie_0001;22/03/2009;-0,7125;42,1273
Baie_0001;23/03/2009;-2,575;40,8931
Baie_0001;24/03/2009;-2,35;28,9992
Baie_0001;25/03/2009;-4,725;39,5663
Baie_0001;26/03/2009;-5,075;29,9847
Baie_0001;27/03/2009;-5;38,5828
Baie_0001;28/03/2009;-0,8;34,8
Baie_0001;29/03/2009;1,714285714;29,91158571
Baie_0001;30/03/2009;1,0875;41,5155
Baie_0001;31/03/2009;3,125;31,3806
Baie_0001;01/04/2009;3,175;45,8992
Baie_0001;02/04/2009;1,271428571;30,49882857
Baie_0001;03/04/2009;6,6875;41,6167
Baie_0001;04/04/2009;2,5625;39,9212
Baie_0001;05/04/2009;3,45;42,1374
Baie_0001;06/04/2009;3,1875;41,2591
Baie_0001;07/04/2009;1,525;38,9224
Baie_0001;08/04/2009;1,3875;45,5589
Baie_0001;09/04/2009;2,8625;35,2934
Baie_0001;10/04/2009;3,8625;49,6899
Baie_0001;11/04/2009;4,275;42,702
Baie_0001;12/04/2009;2,228571429;50,82327143
Baie_0001;13/04/2009;1,828571429;48,23457143
Baie_0001;14/04/2009;3,425;39,3824
Baie_0001;15/04/2009;5,2;46,4646
Baie_0001;16/04/2009;1,3875;32,6966
Baie_0001;17/04/2009;3,8;47,1033
Baie_0001;18/04/2009;2,125;44,8167
Baie_0001;19/04/2009;0,9875;33,4399
Baie_0001;20/04/2009;3,8;34,5687
Baie_0001;21/04/2009;1,275;33,7929
Baie_0001;22/04/2009;2,9625;37,306
Baie_0001;23/04/2009;5,8125;41,6605
Baie_0001;24/04/2009;7,825;41,4599
Baie_0001;25/04/2009;7,775;49,3898
Baie_0001;26/04/2009;9,1;45,6929
Baie_0001;27/04/2009;10,6125;50,7132
Baie_0001;28/04/2009;11,3;57,2908
Baie_0001;29/04/2009;10,7375;42,9009
Baie_0001;30/04/2009;7,15;49,2273
Baie_0001;01/05/2009;8,1625;49,1232
Baie_0001;02/05/2009;10,3625;51,7647
Baie_0001;03/05/2009;9,8875;56,1038
Baie_0001;04/05/2009;9,4875;44,035
Baie_0001;05/05/2009;8,425;44,0757
Baie_0001;06/05/2009;7,6875;52,1929
Baie_0001;07/05/2009;9,5875;41,8082
Baie_0001;08/05/2009;10,2375;50,1041
Baie_0001;09/05/2009;8,5875;56,8358
Baie_0001;10/05/2009;9,366666667;46,34796667
Baie_0001;11/05/2009;8,825;51,8918
Baie_0001;12/05/2009;10,275;53,4531
Baie_0001;13/05/2009;10,85;56,3697
Baie_0001;14/05/2009;9,425;36,6548
Baie_0001;15/05/2009;9,5375;47,0487
Baie_0001;16/05/2009;8,0625;43,1752
Baie_0001;17/05/2009;10,075;46,5828
Baie_0001;18/05/2009;10,55;44,5609
Baie_0001;19/05/2009;11,3375;43,2897
Baie_0001;20/05/2009;10,4375;45,7781
Baie_0001;21/05/2009;9,5875;57,7264
Baie_0001;22/05/2009;10,525;39,4662
Baie_0001;23/05/2009;11,3;56,6482
Baie_0001;24/05/2009;14,7875;59,3889
Baie_0001;25/05/2009;15,075;56,3372
Baie_0001;26/05/2009;14,6;62,124
Baie_0001;27/05/2009;12,35;61,0608
Baie_0001;28/05/2009;11,4375;41,8393
Baie_0001;31/05/2009;18,7125;56,2218
Baie_0001;01/06/2009;19,5125;54,3228
Baie_0001;02/06/2009;16,1625;52,0779
Baie_0001;03/06/2009;12,5375;48,8987
Baie_0001;04/06/2009;8,1625;43,9035
Baie_0001;05/06/2009;6,425;43,0527
Baie_0001;06/06/2009;7,85;43,3741
Baie_0001;07/06/2009;8,425;37,4952
Baie_0001;08/06/2009;10,7;58,4256
Baie_0001;09/06/2009;10,7125;40,3618
Baie_0001;10/06/2009;13,57142857;45,68602857
Baie_0001;11/06/2009;13,875;55,3976
Baie_0001;12/06/2009;15,15;53,2827
Baie_0001;13/06/2009;17,3375;48,0661
Baie_0001;14/06/2009;14,7125;45,5008
Baie_0001;15/06/2009;10,825;52,4451
Baie_0001;16/06/2009;11,575;46,0948
Baie_0001;17/06/2009;12,0375;43,9629
Baie_0001;18/06/2009;12,45;48,9927
Baie_0001;19/06/2009;11,7;52,1844
Baie_0001;20/06/2009;12,375;52,5684
Baie_0001;21/06/2009;13,3;58,9315
Baie_0001;22/06/2009;14,9;59,3657
Baie_0001;23/06/2009;16,525;59,9554
Baie_0001;24/06/2009;17,8125;46,5153
Baie_0001;25/06/2009;19,4375;52,0519
Baie_0001;26/06/2009;21,95;66,9757
Baie_0001;27/06/2009;17,5125;56,6405
Baie_0001;28/06/2009;19,5625;56,4267
Baie_0001;29/06/2009;19,2875;48,5111
Baie_0001;30/06/2009;17,7;58,5121
Baie_0001;01/07/2009;17,3625;57,198
Baie_0001;02/07/2009;22,15;49,58
Baie_0001;03/07/2009;18,2625;50,4321
Baie_0001;04/07/2009;14,8875;58,7431
Baie_0001;05/07/2009;12,0625;57,93
Baie_0001;06/07/2009;12,6625;53,8984
Baie_0001;07/07/2009;13,425;56,7507
Baie_0001;08/07/2009;16,9625;50,735
Baie_0001;09/07/2009;17,2375;51,6799
Baie_0001;10/07/2009;17,0125;47,2781
Baie_0001;11/07/2009;17;63,8183
Baie_0001;12/07/2009;16,55;54,4376
Baie_0001;13/07/2009;15,425;57,2462
Baie_0001;14/07/2009;16,65;47,4541
Baie_0001;15/07/2009;18,2625;58,5539
Baie_0001;17/07/2009;19,65;56,8124
Baie_0001;18/07/2009;18,9;56,9386
Baie_0001;19/07/2009;19,1875;53,6714
Baie_0001;20/07/2009;17,8125;62,7689
Baie_0001;21/07/2009;17,225;60,4566
Baie_0001;22/07/2009;16,3875;57,1045
Baie_0001;23/07/2009;16,55;59,4906
Baie_0001;24/07/2009;18,18571429;52,85551429
Baie_0001;25/07/2009;17,725;53,6055
Baie_0001;26/07/2009;17,4875;49,8625
Baie_0001;27/07/2009;18,2;56,801
Baie_0001;28/07/2009;17,4875;62,4807
Baie_0001;29/07/2009;18,775;48,699
Baie_0001;30/07/2009;18,4375;50,2124
Baie_0001;02/08/2009;16,225;60,0572
Baie_0001;03/08/2009;17,3875;57,5475
Baie_0001;04/08/2009;18,15;60,1752
Baie_0001;05/08/2009;17,7625;62,1016
Baie_0001;06/08/2009;17,725;60,1157
Baie_0001;07/08/2009;18,625;63,9488
Baie_0001;08/08/2009;19,3;56,4672
Baie_0001;09/08/2009;20,1375;61,5454
Baie_0001;10/08/2009;18,95;46,0809
Baie_0001;11/08/2009;19,9625;67,4903
Baie_0001;12/08/2009;17,6875;63,7681
Baie_0001;13/08/2009;16,45;58,92
Baie_0001;14/08/2009;15,5375;53,8293
Baie_0001;15/08/2009;15,43333333;54,29183333
Baie_0001;16/08/2009;15,95;49,5754
Baie_0001;17/08/2009;16,6;47,2827
Baie_0001;18/08/2009;14,125;51,1617
Baie_0001;19/08/2009;14,9875;60,0213
Baie_0001;20/08/2009;13,425;42,2052
Baie_0001;21/08/2009;14,25;49,055
Baie_0001;22/08/2009;16,025;55,54
Baie_0001;23/08/2009;17,025;53,3847
Baie_0001;24/08/2009;15,8875;55,5649
Baie_0001;25/08/2009;15,5875;54,7862
Baie_0001;26/08/2009;15,9375;55,5189
Baie_0001;27/08/2009;16,4125;62,9317
Baie_0001;28/08/2009;16,4875;54,0159
Baie_0001;29/08/2009;17,5125;51,2363
Baie_0001;30/08/2009;15,6125;58,1246
Baie_0001;31/08/2009;15,7;53,7635
Baie_0001;01/09/2009;16,325;55,2136
Baie_0001;02/09/2009;17,5625;52,1081
Baie_0001;03/09/2009;16,1375;51,7906
Baie_0001;04/09/2009;17,2625;51,8444
Baie_0001;05/09/2009;15,8;51,5424
Baie_0001;06/09/2009;14,875;44,2505
Baie_0001;07/09/2009;14,8625;51,8032
Baie_0001;08/09/2009;15,8375;53,2646
Baie_0001;09/09/2009;17,25;52,9251
Baie_0001;10/09/2009;16,275;64,2457
Baie_0001;11/09/2009;12,8875;48,5315
Baie_0001;12/09/2009;12,4625;53,4548
Baie_0001;13/09/2009;13,6125;59,3066
Baie_0001;14/09/2009;13,3125;59,0362
Baie_0001;15/09/2009;13,0875;52,6388
Baie_0001;16/09/2009;12,525;54,6802
Baie_0001;17/09/2009;11,525;40,826
Baie_0001;18/09/2009;11,0375;46,1383
Baie_0001;19/09/2009;14,35;41,3347
Baie_0001;20/09/2009;14,8875;51,6142
Baie_0001;21/09/2009;15,325;56,9981
Baie_0001;22/09/2009;13,9625;57,2581
Baie_0001;23/09/2009;14,5125;52,3543
Baie_0001;24/09/2009;11,6;43,4963
Baie_0001;25/09/2009;9,225;50,0534
Baie_0001;26/09/2009;12,525;49,1876
Baie_0001;27/09/2009;13,2625;55,4387
Baie_0001;28/09/2009;12,32857143;43,37247143
Baie_0001;29/09/2009;6,4375;45,3185
Baie_0001;30/09/2009;5,9;36,4867
Baie_0001;01/10/2009;4,7;37,5342
Baie_0001;02/10/2009;4,357142857;40,61464286
Baie_0001;03/10/2009;5,3;48,5053
Baie_0001;04/10/2009;9,45;50,3734
Baie_0001;05/10/2009;6,6375;43,1348
Baie_0001;06/10/2009;5,1875;53,1434
Baie_0001;07/10/2009;8,625;58,2216
Baie_0001;09/10/2009;4,75;40,0672
Baie_0001;10/10/2009;3,75;38,6582
Baie_0001;11/10/2009;1,975;42,7819
Baie_0001;12/10/2009;3,15;39,569
Baie_0001;15/10/2009;1,3875;33,9976
Baie_0001;16/10/2009;5,125;46,6772
Baie_0001;17/10/2009;3,0625;45,7676
Baie_0001;18/10/2009;2,025;44,9924
Baie_0001;19/10/2009;1,9375;49,4333
Baie_0001;20/10/2009;4,4875;32,2658
Baie_0001;21/10/2009;5,15;39,7056
Baie_0001;22/10/2009;5,0625;47,0127
Baie_0001;23/10/2009;3,9;46,3796
Baie_0001;24/10/2009;3,175;51,6235
Baie_0001;25/10/2009;5,422222222;43,75992222
Baie_0001;26/10/2009;8,3625;52,7881
Baie_0001;27/10/2009;7,9125;41,0577
Baie_0001;28/10/2009;3,1;34,5954
Baie_0001;29/10/2009;1,075;36,4146
Baie_0001;30/10/2009;-0,425;34,7503
Baie_0001;31/10/2009;0,4625;43,9569
Baie_0001;01/11/2009;1,3;33,5231
Baie_0001;02/11/2009;3,6125;32,5303
Baie_0001;03/11/2009;2,0375;34,3724
Baie_0001;04/11/2009;1,15;47,8197
Baie_0001;05/11/2009;0,5125;28,9788
Baie_0001;06/11/2009;1,9125;36,5211
Baie_0001;07/11/2009;3,4;40,238
Baie_0001;08/11/2009;1,3625;40,7365
Baie_0001;09/11/2009;-0,2375;44,8775
Baie_0001;10/11/2009;0,428571429;34,86907143
Baie_0001;12/11/2009;-0,9875;35,7468
Baie_0001;13/11/2009;-2,975;39,2681
Baie_0001;14/11/2009;-1,325;40,4723
Baie_0001;15/11/2009;4,45;39,0945
Baie_0001;16/11/2009;5,2875;43,1794
Baie_0001;17/11/2009;4,7375;49,0355
Baie_0001;18/11/2009;6,3125;40,8772
Baie_0001;19/11/2009;6,425;48,0455
Baie_0001;20/11/2009;6,7375;41,7351
Baie_0001;21/11/2009;7,2;46,3867
Baie_0001;22/11/2009;4,7375;36,6658
Baie_0001;23/11/2009;7,3875;53,6468
Baie_0001;24/11/2009;6,675;37,8083
Baie_0001;25/11/2009;6,4;38,1525
Baie_0001;26/11/2009;7,2375;35,8586
Baie_0001;27/11/2009;6,775;42,1075
Baie_0001;28/11/2009;5,6125;49,6984
Baie_0001;29/11/2009;5,4625;43,15
Baie_0001;30/11/2009;5,65;38,7269
Baie_0001;01/12/2009;5,6875;52,6348
Baie_0001;03/12/2009;-1,2875;30,9576
Baie_0001;04/12/2009;0,1;38,6288
Baie_0001;05/12/2009;3,428571429;38,29377143
Baie_0001;06/12/2009;2,5;44,0331
Baie_0001;07/12/2009;2,85;41,4103
Baie_0001;08/12/2009;2,7875;35,4884
Baie_0001;09/12/2009;0,6625;50,5601
Baie_0001;10/12/2009;1,0875;44,4605
Baie_0001;11/12/2009;-0,175;32,0328
Baie_0001;12/12/2009;-2,2375;39,2827
Baie_0001;13/12/2009;-2,8875;30,4431
Baie_0001;14/12/2009;-10,7125;19,4394
Baie_0001;15/12/2009;-11,3125;23,1122
Baie_0001;16/12/2009;-9,8625;29,6152
Baie_0001;17/12/2009;-10,8125;24,8692
Baie_0001;19/12/2009;-5,5375;37,3257
Baie_0001;20/12/2009;-5,7;30,0859
Baie_0001;21/12/2009;-10,36666667;23,44073333
Baie_0001;22/12/2009;-6,025;39,951
Baie_0001;23/12/2009;-0,3625;36,5705
Baie_0001;25/12/2009;-4,925;36,3797
Baie_0001;26/12/2009;-4,2625;30,7714
Baie_0001;27/12/2009;-8,2375;31,4691
Baie_0001;28/12/2009;0,3625;40,0337
Baie_0001;29/12/2009;0,1;38,0794
Baie_0001;30/12/2009;-5,35;35,9366
Baie_0001;31/12/2009;-12,4125;29,1746
Baie_0001;01/01/2010;-12,85;26,7763
Baie_0001;02/01/2010;-17,3875;27,0849
Baie_0001;03/01/2010;-12,6375;34,8989
Baie_0001;04/01/2010;-3,928571429;22,98302857
Baie_0001;05/01/2010;-9,5;30,1091
Baie_0001;06/01/2010;-11,175;28,9042
Baie_0001;07/01/2010;-8,65;31,5826
Baie_0001;08/01/2010;-16,1125;26,025
Baie_0001;09/01/2010;-15,425;18,8425
Baie_0001;10/01/2010;-12,5625;22,8569
Baie_0001;11/01/2010;-10,225;19,7525
Baie_0001;12/01/2010;-3,2125;32,2624
Baie_0001;13/01/2010;-4,0375;36,6012
Baie_0001;14/01/2010;-4,6875;29,9727
Baie_0001;15/01/2010;-3,925;33,1389
Baie_0001;16/01/2010;-3,9375;38,5039
Baie_0001;17/01/2010;-6,55;25,9172
Baie_0001;18/01/2010;-7,3375;26,264
Baie_0001;19/01/2010;-7,75;27,8419
Baie_0001;20/01/2010;-10,55;22,7772
Baie_0001;21/01/2010;-14,88571429;25,69948571
Baie_0001;22/01/2010;-11,9375;22,2139
Baie_0001;23/01/2010;-15,1375;27,979
Baie_0001;24/01/2010;-16,54285714;17,07394286
Baie_0001;25/01/2010;-9,225;29,3378
Baie_0001;26/01/2010;-16,45714286;23,21115714
Baie_0001;27/01/2010;-17,5375;18,2517
Baie_0001;28/01/2010;-16,0125;15,0515
Baie_0001;29/01/2010;-12,075;16,5996
Baie_0001;31/01/2010;-2,8125;37,9256
Baie_0001;01/02/2010;-5,575;37,2782
Baie_0001;02/02/2010;-5,775;32,504
Baie_0001;03/02/2010;-4,185714286;40,89298571
Baie_0001;04/02/2010;-3,7125;40,7594
Baie_0001;05/02/2010;-2,9375;37,9253
